"log_date","app_name","user_id","payment"
"2013-06-20","game-01",18944,405
"2013-06-20","game-01",15420,1333
"2013-06-21","game-01",13179,162
"2013-06-21","game-01",734,571
"2013-06-21","game-01",18440,81
"2013-06-21","game-01",19666,162
"2013-06-21","game-01",71,571
"2013-06-21","game-01",18944,81
"2013-06-22","game-01",128,571
"2013-06-22","game-01",351,1333
"2013-06-22","game-01",351,486
"2013-06-22","game-01",364,1333
"2013-06-22","game-01",35,162
"2013-06-22","game-01",35,1333
"2013-06-22","game-01",13179,81
"2013-06-22","game-01",157,162
"2013-06-22","game-01",159,81
"2013-06-22","game-01",3048,81
"2013-06-22","game-01",18657,81
"2013-06-22","game-01",15420,324
"2013-06-22","game-01",15420,571
"2013-06-23","game-01",18986,81
"2013-06-23","game-01",37,810
"2013-06-23","game-01",13179,243
"2013-06-23","game-01",7064,571
"2013-06-23","game-01",7064,324
"2013-06-23","game-01",16320,162
"2013-06-23","game-01",16320,571
"2013-06-23","game-01",16954,81
"2013-06-23","game-01",734,81
"2013-06-23","game-01",734,243
"2013-06-23","game-01",734,162
"2013-06-23","game-01",4171,1333
"2013-06-23","game-01",9829,571
"2013-06-23","game-01",8745,162
"2013-06-23","game-01",186,571
"2013-06-23","game-01",20335,81
"2013-06-23","game-01",20335,571
"2013-06-23","game-01",5422,2571
"2013-06-23","game-01",71,1333
"2013-06-24","game-01",117,571
"2013-06-24","game-01",117,952
"2013-06-24","game-01",351,571
"2013-06-24","game-01",364,162
"2013-06-24","game-01",364,571
"2013-06-24","game-01",13179,333
"2013-06-24","game-01",157,162
"2013-06-24","game-01",19845,81
"2013-06-24","game-01",19845,333
"2013-06-24","game-01",159,333
"2013-06-24","game-01",20810,243
"2013-06-24","game-01",403,333
"2013-06-24","game-01",15110,1142
"2013-06-24","game-01",15110,1333
"2013-06-24","game-01",15110,81
"2013-06-24","game-01",15507,333
"2013-06-24","game-01",18657,81
"2013-06-24","game-01",18657,162
"2013-06-25","game-01",117,0
"2013-06-25","game-01",117,1333
"2013-06-25","game-01",128,333
"2013-06-25","game-01",351,952
"2013-06-25","game-01",20972,1142
"2013-06-25","game-01",20972,243
"2013-06-25","game-01",20972,324
"2013-06-25","game-01",37,952
"2013-06-25","game-01",13179,81
"2013-06-25","game-01",13179,333
"2013-06-25","game-01",3,952
"2013-06-25","game-01",3,1333
"2013-06-25","game-01",281,333
"2013-06-25","game-01",21165,571
"2013-06-25","game-01",21165,81
"2013-06-25","game-01",15110,952
"2013-06-25","game-01",20191,162
"2013-06-25","game-01",235,2571
"2013-06-25","game-01",6482,571
"2013-06-25","game-01",6482,952
"2013-06-26","game-01",351,2571
"2013-06-26","game-01",20972,162
"2013-06-26","game-01",20972,571
"2013-06-26","game-01",20972,405
"2013-06-26","game-01",21254,81
"2013-06-26","game-01",364,1333
"2013-06-26","game-01",364,162
"2013-06-26","game-01",8812,571
"2013-06-26","game-01",13179,81
"2013-06-26","game-01",13179,571
"2013-06-26","game-01",20810,81
"2013-06-26","game-01",9829,162
"2013-06-26","game-01",19892,81
"2013-06-26","game-01",21165,1333
"2013-06-26","game-01",15110,571
"2013-06-26","game-01",15110,2571
"2013-06-26","game-01",11470,81
"2013-06-26","game-01",11470,571
"2013-06-26","game-01",11470,405
"2013-06-26","game-01",21125,405
"2013-06-27","game-01",351,162
"2013-06-27","game-01",20972,571
"2013-06-27","game-01",364,571
"2013-06-27","game-01",21500,162
"2013-06-27","game-01",11335,571
"2013-06-27","game-01",37,810
"2013-06-27","game-01",18799,81
"2013-06-27","game-01",20900,571
"2013-06-27","game-01",11470,571
"2013-06-27","game-01",11470,162
"2013-06-27","game-01",15507,571
"2013-06-27","game-01",6482,1333
"2013-06-27","game-01",21373,486
"2013-06-28","game-01",364,1333
"2013-06-28","game-01",13179,81
"2013-06-28","game-01",159,81
"2013-06-28","game-01",13015,1333
"2013-06-28","game-01",8745,324
"2013-06-28","game-01",10460,81
"2013-06-28","game-01",15110,1333
"2013-06-28","game-01",15110,162
"2013-06-28","game-01",15110,571
"2013-06-28","game-01",15110,2571
"2013-06-28","game-01",14421,81
"2013-06-28","game-01",6767,162
"2013-06-28","game-01",11,571
"2013-06-28","game-01",16531,81
"2013-06-28","game-01",71,571
"2013-06-28","game-01",6459,648
"2013-06-28","game-01",1359,162
"2013-06-28","game-01",3048,81
"2013-06-28","game-01",15507,571
"2013-06-28","game-01",246,162
"2013-06-29","game-01",128,162
"2013-06-29","game-01",351,1333
"2013-06-29","game-01",364,162
"2013-06-29","game-01",13179,162
"2013-06-29","game-01",13179,81
"2013-06-29","game-01",3,571
"2013-06-29","game-01",157,162
"2013-06-29","game-01",13948,162
"2013-06-29","game-01",734,162
"2013-06-29","game-01",9829,162
"2013-06-29","game-01",8745,324
"2013-06-29","game-01",10460,81
"2013-06-29","game-01",10287,81
"2013-06-29","game-01",7575,81
"2013-06-29","game-01",14438,81
"2013-06-29","game-01",18657,81
"2013-06-30","game-01",128,162
"2013-06-30","game-01",351,324
"2013-06-30","game-01",20972,324
"2013-06-30","game-01",364,324
"2013-06-30","game-01",11335,571
"2013-06-30","game-01",144,162
"2013-06-30","game-01",3,1333
"2013-06-30","game-01",3,571
"2013-06-30","game-01",9376,81
"2013-06-30","game-01",10287,81
"2013-06-30","game-01",12221,81
"2013-06-30","game-01",22435,1333
"2013-06-30","game-01",7575,243
"2013-06-30","game-01",71,1333
"2013-06-30","game-01",711,571
"2013-06-30","game-01",246,81
"2013-06-30","game-01",6482,162
"2013-07-30","game-01",128,571
"2013-07-18","game-01",128,952
"2013-07-30","game-01",128,1333
"2013-07-09","game-01",128,1333
"2013-07-11","game-01",128,1333
"2013-07-18","game-01",128,1333
"2013-07-16","game-01",128,571
"2013-07-25","game-01",128,1333
"2013-07-08","game-01",128,571
"2013-07-11","game-01",128,952
"2013-07-29","game-01",128,571
"2013-07-04","game-01",128,333
"2013-07-25","game-01",128,952
"2013-07-02","game-01",128,571
"2013-07-10","game-01",128,952
"2013-07-04","game-01",128,1333
"2013-07-19","game-01",9520,81
"2013-07-03","game-01",9520,333
"2013-07-10","game-01",9520,952
"2013-07-28","game-01",9520,571
"2013-07-02","game-01",12941,81
"2013-07-02","game-01",12941,1333
"2013-07-01","game-01",12941,162
"2013-07-02","game-01",12941,571
"2013-07-02","game-01",12941,324
"2013-07-02","game-01",12941,162
"2013-07-22","game-01",314,162
"2013-07-20","game-01",314,1333
"2013-07-22","game-01",314,1333
"2013-07-15","game-01",314,162
"2013-07-14","game-01",314,162
"2013-07-20","game-01",314,162
"2013-07-04","game-01",314,1333
"2013-07-16","game-01",314,1333
"2013-07-13","game-01",314,1333
"2013-07-14","game-01",314,1333
"2013-07-17","game-01",314,162
"2013-07-23","game-01",71,810
"2013-07-27","game-01",71,810
"2013-07-25","game-01",71,952
"2013-07-02","game-01",20922,1142
"2013-07-16","game-01",20922,1142
"2013-07-02","game-01",20922,1333
"2013-07-08","game-01",20922,1333
"2013-07-14","game-01",20922,324
"2013-07-28","game-01",20922,571
"2013-07-12","game-01",20922,1333
"2013-07-30","game-01",20922,1333
"2013-07-02","game-01",20922,571
"2013-07-21","game-01",20922,571
"2013-07-16","game-01",20922,81
"2013-07-16","game-01",20922,162
"2013-07-23","game-01",20922,1333
"2013-07-16","game-01",20922,571
"2013-07-16","game-01",20922,810
"2013-07-10","game-01",20922,571
"2013-07-25","game-01",159,0
"2013-07-11","game-01",159,952
"2013-07-25","game-01",159,1333
"2013-07-24","game-01",159,571
"2013-07-10","game-01",159,952
"2013-07-02","game-01",159,571
"2013-07-02","game-01",159,1333
"2013-07-11","game-01",159,571
"2013-07-15","game-01",159,162
"2013-07-16","game-01",159,1333
"2013-07-11","game-01",159,1333
"2013-07-16","game-01",159,324
"2013-07-24","game-01",159,952
"2013-07-25","game-01",15507,333
"2013-07-30","game-01",15507,162
"2013-07-22","game-01",15507,571
"2013-07-02","game-01",15507,81
"2013-07-10","game-01",15507,333
"2013-07-15","game-01",15507,81
"2013-07-16","game-01",15507,162
"2013-07-29","game-01",15507,162
"2013-07-09","game-01",15507,81
"2013-07-12","game-01",15507,81
"2013-07-07","game-01",15507,162
"2013-07-30","game-01",3692,162
"2013-07-16","game-01",10287,162
"2013-07-09","game-01",10287,81
"2013-07-15","game-01",10287,571
"2013-07-11","game-01",10287,81
"2013-07-22","game-01",37,162
"2013-07-24","game-01",37,162
"2013-07-29","game-01",37,162
"2013-07-07","game-01",37,486
"2013-07-28","game-01",17539,81
"2013-07-07","game-01",17539,81
"2013-07-10","game-01",17539,81
"2013-07-11","game-01",17539,333
"2013-07-19","game-01",17539,81
"2013-07-22","game-01",17539,81
"2013-07-24","game-01",17539,333
"2013-07-18","game-01",17539,81
"2013-07-15","game-01",17539,162
"2013-07-07","game-01",16531,162
"2013-07-07","game-01",16531,571
"2013-07-23","game-01",210,571
"2013-07-17","game-01",35,162
"2013-07-16","game-01",35,162
"2013-07-11","game-01",21500,571
"2013-07-10","game-01",21500,162
"2013-07-03","game-01",21500,162
"2013-07-07","game-01",21500,162
"2013-07-02","game-01",21500,162
"2013-07-14","game-01",497,2571
"2013-07-15","game-01",497,1333
"2013-07-25","game-01",497,2571
"2013-07-10","game-01",497,952
"2013-07-08","game-01",497,1333
"2013-07-10","game-01",160,81
"2013-07-08","game-01",160,162
"2013-07-05","game-01",160,571
"2013-07-02","game-01",160,571
"2013-07-28","game-01",160,162
"2013-07-02","game-01",160,243
"2013-07-30","game-01",160,81
"2013-07-02","game-01",160,81
"2013-07-02","game-01",160,162
"2013-07-12","game-01",160,162
"2013-07-07","game-01",146,162
"2013-07-14","game-01",146,162
"2013-07-08","game-01",146,162
"2013-07-25","game-01",351,333
"2013-07-05","game-01",14421,571
"2013-07-04","game-01",14421,2571
"2013-07-04","game-01",14421,333
"2013-07-13","game-01",14421,571
"2013-07-18","game-01",22064,1333
"2013-07-08","game-01",22064,1333
"2013-07-09","game-01",22064,571
"2013-07-08","game-01",22064,571
"2013-07-09","game-01",22064,1333
"2013-07-03","game-01",22064,571
"2013-07-12","game-01",22064,1333
"2013-07-17","game-01",22064,952
"2013-07-07","game-01",22064,1333
"2013-07-13","game-01",21223,1333
"2013-07-01","game-01",21223,1333
"2013-07-15","game-01",21223,162
"2013-07-25","game-01",21223,952
"2013-07-07","game-01",21223,1333
"2013-07-27","game-01",21223,162
"2013-07-18","game-01",21223,81
"2013-07-22","game-01",21223,486
"2013-07-26","game-01",21223,2571
"2013-07-19","game-01",21223,1333
"2013-07-30","game-01",21223,324
"2013-07-03","game-01",21223,333
"2013-07-04","game-01",21223,666
"2013-07-29","game-01",21223,1333
"2013-07-22","game-01",21223,1333
"2013-07-15","game-01",21223,1333
"2013-07-05","game-01",21223,81
"2013-07-16","game-01",21223,1333
"2013-07-10","game-01",21223,571
"2013-07-24","game-01",21223,571
"2013-07-10","game-01",21223,952
"2013-07-11","game-01",21223,952
"2013-07-04","game-01",21223,1333
"2013-07-22","game-01",4171,1333
"2013-07-28","game-01",4171,1333
"2013-07-17","game-01",4171,1333
"2013-07-16","game-01",4171,162
"2013-07-24","game-01",4171,571
"2013-07-12","game-01",4171,162
"2013-07-30","game-01",4171,324
"2013-07-29","game-01",4171,162
"2013-07-01","game-01",4171,571
"2013-07-07","game-01",4171,571
"2013-07-11","game-01",4171,571
"2013-07-27","game-01",4171,571
"2013-07-24","game-01",4171,162
"2013-07-26","game-01",4171,162
"2013-07-10","game-01",4171,333
"2013-07-02","game-01",4171,162
"2013-07-02","game-01",4171,571
"2013-07-13","game-01",4171,1333
"2013-07-12","game-01",4171,571
"2013-07-04","game-01",4171,571
"2013-07-26","game-01",4171,1333
"2013-07-24","game-01",1359,333
"2013-07-19","game-01",14939,571
"2013-07-20","game-01",14939,1333
"2013-07-02","game-01",14939,571
"2013-07-04","game-01",14939,333
"2013-07-11","game-01",21792,571
"2013-07-10","game-01",235,81
"2013-07-17","game-01",235,81
"2013-07-14","game-01",9824,81
"2013-07-30","game-01",13533,571
"2013-07-02","game-01",6544,162
"2013-07-08","game-01",6544,81
"2013-07-29","game-01",6544,162
"2013-07-23","game-01",6544,162
"2013-07-23","game-01",6544,243
"2013-07-23","game-01",6544,81
"2013-07-02","game-01",6544,81
"2013-07-21","game-01",6544,571
"2013-07-11","game-01",5153,571
"2013-07-13","game-01",5153,571
"2013-07-13","game-01",5153,81
"2013-07-07","game-01",5153,81
"2013-07-07","game-01",5153,571
"2013-07-18","game-01",21276,81
"2013-07-01","game-01",21276,81
"2013-07-11","game-01",21276,81
"2013-07-13","game-01",21276,81
"2013-07-16","game-01",21276,0
"2013-07-07","game-01",21276,81
"2013-07-04","game-01",21276,162
"2013-07-16","game-01",21276,162
"2013-07-14","game-01",21276,0
"2013-07-28","game-01",21276,162
"2013-07-10","game-01",21276,333
"2013-07-17","game-01",21276,81
"2013-07-10","game-01",21276,162
"2013-07-16","game-01",8812,81
"2013-07-16","game-01",7575,571
"2013-07-05","game-01",7575,81
"2013-07-22","game-01",6482,81
"2013-07-28","game-01",6482,81
"2013-07-07","game-01",22204,571
"2013-07-01","game-01",22204,571
"2013-07-02","game-01",22204,162
"2013-07-02","game-01",22204,571
"2013-07-11","game-01",734,81
"2013-07-02","game-01",16954,0
"2013-07-02","game-01",16954,162
"2013-07-23","game-01",16954,1333
"2013-07-20","game-01",18372,1333
"2013-07-23","game-01",18372,2571
"2013-07-16","game-01",18799,81
"2013-07-15","game-01",246,162
"2013-07-11","game-01",246,571
"2013-07-28","game-01",246,648
"2013-07-07","game-01",246,162
"2013-07-05","game-01",246,162
"2013-07-14","game-01",246,648
"2013-07-30","game-01",238,162
"2013-07-11","game-01",238,952
"2013-07-25","game-01",238,571
"2013-07-25","game-01",238,952
"2013-07-07","game-01",238,1333
"2013-07-27","game-01",238,1333
"2013-07-03","game-01",12897,571
"2013-07-05","game-01",12897,1333
"2013-07-17","game-01",20972,162
"2013-07-16","game-01",403,81
"2013-07-28","game-01",403,162
"2013-07-02","game-01",11470,571
"2013-07-23","game-01",11470,571
"2013-07-23","game-01",11470,324
"2013-07-29","game-01",1548,81
"2013-07-30","game-01",1548,243
"2013-07-15","game-01",6459,162
"2013-07-28","game-01",1943,324
"2013-07-23","game-01",1943,162
"2013-07-02","game-01",1943,571
"2013-07-02","game-01",1943,324
"2013-07-29","game-01",1943,324
"2013-07-26","game-01",3547,571
"2013-07-19","game-01",117,81
"2013-07-30","game-01",17,81
"2013-07-13","game-01",17,162
"2013-07-01","game-01",13948,1333
"2013-07-26","game-01",11,162
"2013-07-29","game-01",11,162
"2013-07-23","game-01",11,571
"2013-07-29","game-01",22115,81
"2013-07-30","game-01",22115,81
"2013-07-10","game-01",22115,571
"2013-07-12","game-01",13015,81
"2013-07-13","game-01",14108,81
"2013-07-29","game-01",14108,81
"2013-07-28","game-01",14108,81
"2013-07-07","game-01",14108,81
"2013-07-08","game-01",6372,571
"2013-07-05","game-01",18071,486
"2013-07-04","game-01",18071,486
"2013-07-05","game-01",18071,162
"2013-07-14","game-01",18071,324
"2013-07-04","game-01",18071,162
"2013-07-15","game-01",18071,324
"2013-07-15","game-01",18071,81
"2013-07-15","game-01",18071,162
"2013-07-05","game-01",18071,81
"2013-07-15","game-01",2784,571
"2013-07-30","game-01",2784,571
"2013-07-16","game-01",2784,571
"2013-07-27","game-01",2784,571
"2013-07-26","game-01",9009,571
"2013-07-27","game-01",9009,162
"2013-07-27","game-01",9009,571
"2013-07-26","game-01",9009,81
"2013-07-26","game-01",9009,405
"2013-07-10","game-01",6637,81
"2013-07-30","game-01",10460,81
"2013-07-07","game-01",14028,486
"2013-07-01","game-01",12924,81
"2013-07-01","game-01",33,81
"2013-07-07","game-01",272,81
"2013-07-11","game-01",3888,81
"2013-07-08","game-01",1060,81
"2013-07-13","game-01",1060,81
"2013-07-03","game-01",14129,162
"2013-07-03","game-01",14129,81
"2013-07-03","game-01",364,81
"2013-07-28","game-01",364,1333
"2013-07-15","game-01",364,1333
"2013-07-04","game-01",364,571
"2013-07-07","game-01",6325,162
"2013-07-14","game-01",211,81
"2013-07-26","game-01",211,571
"2013-07-24","game-01",211,333
"2013-07-29","game-01",211,162
"2013-07-29","game-01",211,81
"2013-07-23","game-01",211,243
"2013-07-19","game-01",211,81
"2013-07-28","game-01",211,81
"2013-07-25","game-01",211,81
"2013-07-22","game-01",211,81
"2013-07-21","game-01",211,162
"2013-07-25","game-01",211,333
"2013-07-26","game-01",211,81
"2013-07-15","game-01",211,81
"2013-07-11","game-01",211,333
"2013-07-01","game-01",6019,1333
"2013-07-01","game-01",6019,571
"2013-07-02","game-01",6019,1333
"2013-07-01","game-01",6019,1142
"2013-07-01","game-01",6019,648
"2013-07-02","game-01",6019,571
"2013-07-02","game-01",123,243
"2013-07-19","game-01",22808,81
"2013-07-03","game-01",23249,243
"2013-07-20","game-01",23350,162
"2013-07-20","game-01",23350,571
"2013-07-24","game-01",23385,81
"2013-07-25","game-01",23385,81
"2013-07-24","game-01",23485,571
"2013-07-08","game-01",24112,81
"2013-07-28","game-01",24278,243
"2013-07-07","game-01",24310,81
"2013-07-08","game-01",24310,162
"2013-07-26","game-01",24443,81
"2013-07-08","game-01",24443,162
"2013-07-14","game-01",24443,162
"2013-07-08","game-01",24443,571
"2013-07-07","game-01",24443,571
"2013-07-14","game-01",24443,81
"2013-07-27","game-01",24503,81
"2013-07-15","game-01",24730,333
"2013-07-14","game-01",24730,162
"2013-07-13","game-01",24730,243
"2013-07-10","game-01",24730,243
"2013-07-12","game-01",24817,81
"2013-07-31","game-01",24840,648
"2013-07-25","game-01",24996,81
"2013-07-28","game-01",24996,81
"2013-07-22","game-01",24996,81
"2013-07-26","game-01",24996,81
"2013-07-30","game-01",24996,333
"2013-07-29","game-01",24996,81
"2013-07-21","game-01",24996,162
"2013-07-24","game-01",24996,81
"2013-07-14","game-01",25145,762
