"install_date","app_name","user_id","gender","generation","device_type"
"2013-04-17","game-01",128,"F",30,"iOS"
"2013-04-17","game-01",129,"M",30,"Android"
"2013-04-17","game-01",130,"F",20,"iOS"
"2013-04-17","game-01",131,"F",10,"Android"
"2013-04-17","game-01",132,"F",30,"Android"
"2013-04-17","game-01",133,"F",50,"iOS"
"2013-04-17","game-01",134,"F",20,"iOS"
"2013-04-17","game-01",135,"M",10,"Android"
"2013-04-17","game-01",136,"F",10,"Android"
"2013-04-17","game-01",137,"F",30,"Android"
"2013-04-17","game-01",138,"F",20,"iOS"
"2013-04-17","game-01",139,"F",20,"Android"
"2013-04-17","game-01",140,"M",20,"Android"
"2013-04-17","game-01",141,"F",10,"iOS"
"2013-04-17","game-01",142,"F",20,"iOS"
"2013-04-17","game-01",143,"M",30,"Android"
"2013-04-17","game-01",144,"M",30,"iOS"
"2013-04-17","game-01",145,"F",10,"iOS"
"2013-04-17","game-01",146,"F",30,"Android"
"2013-04-17","game-01",147,"M",30,"Android"
"2013-04-17","game-01",148,"F",20,"iOS"
"2013-04-17","game-01",149,"F",30,"Android"
"2013-04-17","game-01",150,"F",50,"iOS"
"2013-04-17","game-01",151,"M",30,"iOS"
"2013-04-17","game-01",152,"F",10,"Android"
"2013-04-17","game-01",153,"M",10,"iOS"
"2013-04-17","game-01",154,"M",20,"iOS"
"2013-04-17","game-01",155,"F",40,"Android"
"2013-04-17","game-01",156,"M",40,"iOS"
"2013-04-17","game-01",157,"F",30,"iOS"
"2013-04-17","game-01",158,"M",10,"iOS"
"2013-04-17","game-01",159,"M",30,"iOS"
"2013-04-17","game-01",160,"F",10,"Android"
"2013-04-17","game-01",161,"M",20,"iOS"
"2013-04-17","game-01",162,"M",30,"iOS"
"2013-04-17","game-01",163,"F",30,"Android"
"2013-04-17","game-01",164,"M",30,"Android"
"2013-04-17","game-01",165,"M",20,"Android"
"2013-04-17","game-01",166,"M",30,"iOS"
"2013-04-17","game-01",167,"F",40,"Android"
"2013-04-17","game-01",168,"F",20,"Android"
"2013-04-17","game-01",169,"M",10,"iOS"
"2013-04-17","game-01",170,"F",20,"iOS"
"2013-04-17","game-01",171,"F",10,"iOS"
"2013-04-17","game-01",172,"F",20,"Android"
"2013-04-17","game-01",173,"M",20,"Android"
"2013-04-17","game-01",174,"F",10,"iOS"
"2013-04-17","game-01",175,"F",10,"iOS"
"2013-04-17","game-01",176,"F",40,"Android"
"2013-04-17","game-01",177,"F",30,"Android"
"2013-04-17","game-01",178,"M",30,"iOS"
"2013-04-17","game-01",179,"F",20,"iOS"
"2013-04-17","game-01",180,"M",10,"Android"
"2013-04-17","game-01",181,"F",30,"Android"
"2013-04-17","game-01",182,"F",40,"iOS"
"2013-04-17","game-01",183,"F",40,"iOS"
"2013-04-17","game-01",184,"F",50,"iOS"
"2013-04-17","game-01",185,"M",30,"iOS"
"2013-04-17","game-01",186,"F",10,"Android"
"2013-04-17","game-01",187,"F",30,"iOS"
"2013-04-17","game-01",188,"M",20,"Android"
"2013-04-17","game-01",189,"M",20,"Android"
"2013-04-17","game-01",190,"F",20,"Android"
"2013-04-17","game-01",191,"F",20,"Android"
"2013-04-17","game-01",192,"F",40,"Android"
"2013-04-17","game-01",193,"F",20,"iOS"
"2013-04-17","game-01",194,"M",40,"Android"
"2013-04-17","game-01",195,"F",20,"iOS"
"2013-04-17","game-01",196,"F",30,"Android"
"2013-04-17","game-01",197,"M",20,"iOS"
"2013-04-17","game-01",198,"M",40,"Android"
"2013-04-17","game-01",199,"M",20,"iOS"
"2013-04-17","game-01",200,"F",20,"Android"
"2013-04-17","game-01",201,"F",20,"Android"
"2013-04-17","game-01",202,"F",30,"iOS"
"2013-04-17","game-01",203,"F",20,"iOS"
"2013-04-17","game-01",204,"F",20,"iOS"
"2013-04-17","game-01",205,"M",20,"iOS"
"2013-04-17","game-01",206,"F",40,"Android"
"2013-04-17","game-01",207,"F",10,"Android"
"2013-04-17","game-01",208,"M",10,"Android"
"2013-04-17","game-01",209,"M",20,"iOS"
"2013-04-17","game-01",210,"F",30,"Android"
"2013-04-17","game-01",211,"M",30,"iOS"
"2013-04-17","game-01",212,"M",20,"Android"
"2013-04-17","game-01",213,"M",20,"iOS"
"2013-04-17","game-01",214,"M",40,"iOS"
"2013-04-17","game-01",215,"M",20,"iOS"
"2013-04-17","game-01",216,"F",30,"Android"
"2013-04-17","game-01",217,"M",10,"iOS"
"2013-04-17","game-01",218,"M",30,"iOS"
"2013-04-17","game-01",219,"M",30,"Android"
"2013-04-17","game-01",220,"M",10,"Android"
"2013-04-17","game-01",221,"M",20,"iOS"
"2013-04-17","game-01",222,"F",10,"iOS"
"2013-04-17","game-01",223,"M",20,"iOS"
"2013-04-17","game-01",224,"M",30,"iOS"
"2013-04-17","game-01",225,"F",30,"iOS"
"2013-04-17","game-01",226,"M",40,"iOS"
"2013-04-17","game-01",227,"F",40,"Android"
"2013-04-17","game-01",228,"M",30,"iOS"
"2013-04-17","game-01",229,"F",20,"iOS"
"2013-04-17","game-01",230,"M",40,"Android"
"2013-04-17","game-01",231,"F",50,"Android"
"2013-04-17","game-01",232,"M",40,"iOS"
"2013-04-17","game-01",233,"F",30,"Android"
"2013-04-17","game-01",234,"F",10,"Android"
"2013-04-17","game-01",235,"M",30,"Android"
"2013-04-17","game-01",236,"M",30,"Android"
"2013-04-17","game-01",237,"M",10,"iOS"
"2013-04-17","game-01",238,"F",10,"Android"
"2013-04-17","game-01",239,"M",30,"Android"
"2013-04-17","game-01",240,"M",50,"iOS"
"2013-04-17","game-01",241,"F",30,"Android"
"2013-04-17","game-01",242,"F",20,"iOS"
"2013-04-17","game-01",243,"M",20,"Android"
"2013-04-17","game-01",244,"M",10,"iOS"
"2013-04-17","game-01",245,"F",20,"iOS"
"2013-04-17","game-01",246,"M",20,"iOS"
"2013-04-17","game-01",247,"M",20,"iOS"
"2013-04-17","game-01",248,"M",30,"Android"
"2013-04-17","game-01",249,"F",20,"iOS"
"2013-04-17","game-01",250,"F",30,"iOS"
"2013-04-17","game-01",251,"M",10,"Android"
"2013-04-17","game-01",252,"M",30,"Android"
"2013-04-17","game-01",253,"F",40,"iOS"
"2013-04-17","game-01",254,"F",30,"Android"
"2013-04-17","game-01",255,"M",20,"iOS"
"2013-04-17","game-01",256,"M",20,"Android"
"2013-04-17","game-01",257,"M",50,"iOS"
"2013-04-17","game-01",258,"M",30,"Android"
"2013-04-17","game-01",259,"F",10,"Android"
"2013-04-17","game-01",260,"M",20,"iOS"
"2013-04-17","game-01",261,"F",30,"iOS"
"2013-04-17","game-01",262,"F",20,"Android"
"2013-04-17","game-01",263,"F",30,"iOS"
"2013-04-17","game-01",264,"M",30,"Android"
"2013-04-17","game-01",265,"F",30,"iOS"
"2013-04-17","game-01",266,"M",30,"iOS"
"2013-04-17","game-01",267,"M",10,"iOS"
"2013-04-17","game-01",268,"M",10,"Android"
"2013-04-17","game-01",269,"F",20,"iOS"
"2013-04-17","game-01",270,"F",40,"Android"
"2013-04-17","game-01",271,"M",30,"iOS"
"2013-04-17","game-01",272,"F",20,"iOS"
"2013-04-17","game-01",273,"F",10,"Android"
"2013-04-17","game-01",274,"F",50,"Android"
"2013-04-17","game-01",275,"F",30,"iOS"
"2013-04-17","game-01",276,"M",10,"Android"
"2013-04-17","game-01",277,"M",20,"iOS"
"2013-04-17","game-01",278,"M",30,"Android"
"2013-04-17","game-01",279,"M",30,"iOS"
"2013-04-17","game-01",280,"M",20,"iOS"
"2013-04-17","game-01",281,"M",10,"Android"
"2013-04-17","game-01",282,"M",20,"Android"
"2013-04-17","game-01",283,"F",20,"Android"
"2013-04-17","game-01",284,"M",30,"iOS"
"2013-04-17","game-01",285,"F",30,"Android"
"2013-04-17","game-01",286,"M",20,"Android"
"2013-04-17","game-01",287,"M",20,"iOS"
"2013-04-17","game-01",288,"M",30,"iOS"
"2013-04-17","game-01",289,"M",20,"iOS"
"2013-04-17","game-01",290,"M",30,"iOS"
"2013-04-17","game-01",291,"F",20,"iOS"
"2013-04-17","game-01",292,"F",10,"Android"
"2013-04-17","game-01",293,"F",30,"iOS"
"2013-04-17","game-01",294,"M",30,"Android"
"2013-04-17","game-01",295,"M",30,"Android"
"2013-04-17","game-01",296,"F",30,"iOS"
"2013-04-17","game-01",297,"M",30,"Android"
"2013-04-17","game-01",298,"M",30,"iOS"
"2013-04-17","game-01",299,"F",20,"iOS"
"2013-04-17","game-01",300,"F",20,"iOS"
"2013-04-17","game-01",301,"M",30,"iOS"
"2013-04-17","game-01",302,"F",30,"Android"
"2013-04-17","game-01",303,"M",10,"Android"
"2013-04-17","game-01",304,"M",30,"iOS"
"2013-04-17","game-01",305,"F",40,"iOS"
"2013-04-17","game-01",306,"F",20,"Android"
"2013-04-17","game-01",307,"F",20,"Android"
"2013-04-17","game-01",308,"F",10,"Android"
"2013-04-17","game-01",309,"M",10,"Android"
"2013-04-17","game-01",310,"M",30,"Android"
"2013-04-17","game-01",311,"M",10,"iOS"
"2013-04-17","game-01",312,"M",40,"iOS"
"2013-04-17","game-01",313,"F",30,"iOS"
"2013-04-17","game-01",314,"F",30,"iOS"
"2013-04-17","game-01",315,"F",30,"Android"
"2013-04-17","game-01",316,"F",10,"iOS"
"2013-04-17","game-01",317,"M",10,"iOS"
"2013-04-17","game-01",318,"F",30,"Android"
"2013-04-17","game-01",319,"M",30,"Android"
"2013-04-17","game-01",320,"F",20,"iOS"
"2013-04-17","game-01",321,"M",30,"Android"
"2013-04-17","game-01",322,"M",20,"Android"
"2013-04-17","game-01",323,"F",30,"Android"
"2013-04-17","game-01",324,"F",50,"Android"
"2013-04-17","game-01",325,"M",30,"Android"
"2013-04-17","game-01",326,"F",30,"Android"
"2013-04-17","game-01",327,"M",20,"iOS"
"2013-04-17","game-01",328,"M",20,"Android"
"2013-04-17","game-01",329,"M",30,"iOS"
"2013-04-17","game-01",330,"M",20,"Android"
"2013-04-17","game-01",331,"F",30,"iOS"
"2013-04-17","game-01",332,"M",30,"iOS"
"2013-04-17","game-01",333,"F",10,"iOS"
"2013-04-17","game-01",334,"F",30,"Android"
"2013-04-17","game-01",335,"M",20,"iOS"
"2013-04-17","game-01",336,"M",30,"iOS"
"2013-04-17","game-01",337,"M",20,"iOS"
"2013-04-17","game-01",338,"F",20,"iOS"
"2013-04-17","game-01",339,"F",50,"iOS"
"2013-04-17","game-01",340,"M",30,"iOS"
"2013-04-17","game-01",341,"F",40,"Android"
"2013-04-17","game-01",342,"F",30,"iOS"
"2013-04-17","game-01",343,"M",30,"Android"
"2013-04-17","game-01",344,"M",30,"Android"
"2013-04-17","game-01",345,"M",10,"iOS"
"2013-04-18","game-01",346,"F",30,"iOS"
"2013-04-18","game-01",347,"F",30,"Android"
"2013-04-18","game-01",348,"M",20,"iOS"
"2013-04-18","game-01",349,"F",20,"iOS"
"2013-04-18","game-01",350,"M",30,"iOS"
"2013-04-18","game-01",351,"F",40,"iOS"
"2013-04-18","game-01",352,"M",20,"iOS"
"2013-04-18","game-01",353,"M",40,"Android"
"2013-04-18","game-01",354,"F",10,"iOS"
"2013-04-18","game-01",355,"F",20,"Android"
"2013-04-18","game-01",356,"M",10,"Android"
"2013-04-18","game-01",357,"M",40,"iOS"
"2013-04-18","game-01",358,"M",10,"iOS"
"2013-04-18","game-01",359,"M",30,"iOS"
"2013-04-18","game-01",360,"F",10,"Android"
"2013-04-18","game-01",361,"F",20,"Android"
"2013-04-18","game-01",362,"F",20,"Android"
"2013-04-18","game-01",363,"M",30,"Android"
"2013-04-18","game-01",364,"F",50,"Android"
"2013-04-18","game-01",365,"F",30,"Android"
"2013-04-18","game-01",366,"M",20,"Android"
"2013-04-18","game-01",367,"F",20,"iOS"
"2013-04-18","game-01",368,"M",10,"iOS"
"2013-04-18","game-01",369,"F",30,"Android"
"2013-04-18","game-01",370,"F",20,"iOS"
"2013-04-18","game-01",371,"F",20,"iOS"
"2013-04-18","game-01",372,"M",20,"iOS"
"2013-04-18","game-01",373,"F",20,"Android"
"2013-04-18","game-01",374,"M",20,"iOS"
"2013-04-18","game-01",375,"F",40,"iOS"
"2013-04-18","game-01",376,"M",20,"Android"
"2013-04-18","game-01",377,"M",40,"Android"
"2013-04-18","game-01",378,"M",20,"iOS"
"2013-04-18","game-01",379,"M",20,"Android"
"2013-04-18","game-01",380,"M",10,"Android"
"2013-04-18","game-01",381,"F",40,"iOS"
"2013-04-18","game-01",382,"M",30,"iOS"
"2013-04-18","game-01",383,"M",40,"Android"
"2013-04-18","game-01",384,"F",30,"iOS"
"2013-04-18","game-01",385,"F",20,"Android"
"2013-04-18","game-01",386,"F",10,"Android"
"2013-04-18","game-01",387,"F",20,"Android"
"2013-04-18","game-01",388,"F",50,"iOS"
"2013-04-18","game-01",389,"M",30,"iOS"
"2013-04-18","game-01",390,"F",30,"Android"
"2013-04-18","game-01",391,"F",30,"iOS"
"2013-04-18","game-01",392,"M",20,"Android"
"2013-04-18","game-01",393,"F",10,"iOS"
"2013-04-18","game-01",394,"M",30,"iOS"
"2013-04-18","game-01",395,"M",10,"Android"
"2013-04-18","game-01",396,"M",40,"iOS"
"2013-04-18","game-01",397,"M",20,"Android"
"2013-04-18","game-01",398,"M",30,"Android"
"2013-04-18","game-01",399,"M",20,"Android"
"2013-04-18","game-01",400,"M",10,"iOS"
"2013-04-18","game-01",401,"F",10,"Android"
"2013-04-18","game-01",402,"M",50,"Android"
"2013-04-18","game-01",403,"M",20,"iOS"
"2013-04-18","game-01",404,"F",50,"Android"
"2013-04-18","game-01",405,"M",10,"Android"
"2013-04-18","game-01",406,"F",10,"Android"
"2013-04-18","game-01",407,"M",20,"Android"
"2013-04-18","game-01",408,"M",40,"Android"
"2013-04-18","game-01",409,"M",30,"iOS"
"2013-04-18","game-01",410,"F",30,"iOS"
"2013-04-18","game-01",411,"M",30,"iOS"
"2013-04-18","game-01",412,"F",30,"Android"
"2013-04-18","game-01",413,"M",20,"iOS"
"2013-04-18","game-01",414,"F",10,"iOS"
"2013-04-18","game-01",415,"F",20,"iOS"
"2013-04-18","game-01",416,"M",20,"iOS"
"2013-04-18","game-01",417,"M",20,"Android"
"2013-04-18","game-01",418,"F",40,"Android"
"2013-04-18","game-01",419,"M",40,"iOS"
"2013-04-18","game-01",420,"M",50,"Android"
"2013-04-18","game-01",421,"F",30,"Android"
"2013-04-18","game-01",422,"M",20,"iOS"
"2013-04-18","game-01",423,"M",30,"iOS"
"2013-04-18","game-01",424,"F",20,"iOS"
"2013-04-18","game-01",425,"M",10,"Android"
"2013-04-18","game-01",426,"M",20,"iOS"
"2013-04-18","game-01",427,"M",40,"iOS"
"2013-04-18","game-01",428,"F",10,"Android"
"2013-04-18","game-01",429,"F",20,"Android"
"2013-04-18","game-01",430,"M",30,"Android"
"2013-04-18","game-01",431,"F",30,"iOS"
"2013-04-18","game-01",432,"M",30,"iOS"
"2013-04-18","game-01",433,"F",20,"Android"
"2013-04-18","game-01",434,"M",50,"Android"
"2013-04-18","game-01",435,"M",30,"Android"
"2013-04-18","game-01",436,"F",40,"iOS"
"2013-04-18","game-01",437,"M",30,"Android"
"2013-04-18","game-01",438,"M",20,"iOS"
"2013-04-18","game-01",439,"F",10,"iOS"
"2013-04-18","game-01",440,"M",10,"Android"
"2013-04-18","game-01",441,"F",30,"Android"
"2013-04-18","game-01",442,"M",20,"iOS"
"2013-04-18","game-01",443,"F",40,"Android"
"2013-04-18","game-01",444,"M",10,"iOS"
"2013-04-18","game-01",445,"F",10,"Android"
"2013-04-18","game-01",446,"M",30,"Android"
"2013-04-18","game-01",447,"F",10,"Android"
"2013-04-18","game-01",448,"M",10,"iOS"
"2013-04-18","game-01",449,"M",20,"iOS"
"2013-04-18","game-01",450,"F",30,"Android"
"2013-04-18","game-01",451,"F",30,"Android"
"2013-04-18","game-01",452,"F",30,"iOS"
"2013-04-18","game-01",453,"M",20,"iOS"
"2013-04-18","game-01",454,"F",20,"iOS"
"2013-04-18","game-01",455,"F",30,"iOS"
"2013-04-18","game-01",456,"F",10,"iOS"
"2013-04-18","game-01",457,"M",10,"iOS"
"2013-04-18","game-01",458,"F",20,"Android"
"2013-04-18","game-01",459,"F",20,"Android"
"2013-04-18","game-01",460,"M",20,"iOS"
"2013-04-18","game-01",461,"M",10,"iOS"
"2013-04-18","game-01",462,"F",30,"iOS"
"2013-04-18","game-01",463,"M",30,"iOS"
"2013-04-18","game-01",464,"M",30,"Android"
"2013-04-18","game-01",465,"M",20,"iOS"
"2013-04-18","game-01",466,"M",10,"Android"
"2013-04-18","game-01",467,"F",10,"iOS"
"2013-04-18","game-01",468,"M",20,"iOS"
"2013-04-18","game-01",469,"M",30,"Android"
"2013-04-18","game-01",470,"M",30,"Android"
"2013-04-18","game-01",471,"M",50,"iOS"
"2013-04-18","game-01",472,"M",30,"Android"
"2013-04-18","game-01",473,"F",40,"iOS"
"2013-04-18","game-01",474,"M",20,"iOS"
"2013-04-18","game-01",475,"M",30,"Android"
"2013-04-18","game-01",476,"F",10,"Android"
"2013-04-18","game-01",477,"F",20,"Android"
"2013-04-18","game-01",478,"M",20,"iOS"
"2013-04-18","game-01",479,"F",30,"Android"
"2013-04-18","game-01",480,"M",20,"Android"
"2013-04-18","game-01",481,"M",10,"Android"
"2013-04-18","game-01",482,"M",20,"Android"
"2013-04-18","game-01",483,"M",10,"Android"
"2013-04-18","game-01",484,"F",30,"iOS"
"2013-04-18","game-01",485,"F",10,"iOS"
"2013-04-18","game-01",486,"F",20,"iOS"
"2013-04-18","game-01",487,"M",10,"Android"
"2013-04-18","game-01",488,"M",20,"iOS"
"2013-04-18","game-01",489,"F",30,"Android"
"2013-04-18","game-01",490,"F",30,"Android"
"2013-04-18","game-01",491,"F",10,"iOS"
"2013-04-18","game-01",492,"F",20,"Android"
"2013-04-18","game-01",493,"M",30,"Android"
"2013-04-18","game-01",494,"F",40,"iOS"
"2013-04-18","game-01",495,"F",40,"iOS"
"2013-04-18","game-01",496,"M",20,"iOS"
"2013-04-18","game-01",497,"F",30,"Android"
"2013-04-18","game-01",498,"M",10,"iOS"
"2013-04-18","game-01",499,"M",30,"iOS"
"2013-04-18","game-01",500,"M",10,"iOS"
"2013-04-18","game-01",501,"M",30,"iOS"
"2013-04-18","game-01",502,"M",20,"Android"
"2013-04-18","game-01",503,"M",20,"iOS"
"2013-04-18","game-01",504,"F",40,"Android"
"2013-04-18","game-01",505,"F",30,"iOS"
"2013-04-18","game-01",506,"F",20,"iOS"
"2013-04-18","game-01",507,"M",40,"Android"
"2013-04-18","game-01",508,"M",20,"Android"
"2013-04-18","game-01",509,"M",10,"iOS"
"2013-04-18","game-01",510,"F",30,"Android"
"2013-04-18","game-01",511,"F",20,"Android"
"2013-04-18","game-01",512,"M",30,"Android"
"2013-04-18","game-01",513,"M",30,"Android"
"2013-04-18","game-01",514,"M",20,"iOS"
"2013-04-18","game-01",515,"F",20,"Android"
"2013-04-18","game-01",516,"F",40,"iOS"
"2013-04-18","game-01",517,"M",30,"Android"
"2013-04-18","game-01",518,"F",20,"Android"
"2013-04-18","game-01",519,"F",50,"iOS"
"2013-04-18","game-01",520,"F",20,"Android"
"2013-04-18","game-01",521,"M",10,"iOS"
"2013-04-18","game-01",522,"M",30,"Android"
"2013-04-18","game-01",523,"F",20,"Android"
"2013-04-18","game-01",524,"M",30,"Android"
"2013-04-18","game-01",525,"M",30,"Android"
"2013-04-18","game-01",526,"M",30,"Android"
"2013-04-18","game-01",527,"M",10,"iOS"
"2013-04-18","game-01",528,"M",30,"Android"
"2013-04-18","game-01",529,"M",40,"Android"
"2013-04-18","game-01",530,"M",40,"iOS"
"2013-04-18","game-01",531,"M",30,"Android"
"2013-04-18","game-01",532,"F",30,"Android"
"2013-04-18","game-01",533,"F",10,"iOS"
"2013-04-18","game-01",534,"F",20,"Android"
"2013-04-18","game-01",535,"F",30,"iOS"
"2013-04-18","game-01",536,"F",20,"Android"
"2013-04-18","game-01",537,"F",30,"iOS"
"2013-04-18","game-01",538,"M",20,"Android"
"2013-04-18","game-01",539,"M",30,"Android"
"2013-04-18","game-01",540,"M",40,"iOS"
"2013-04-18","game-01",541,"M",50,"iOS"
"2013-04-18","game-01",542,"F",30,"Android"
"2013-04-18","game-01",543,"M",30,"iOS"
"2013-04-18","game-01",544,"M",10,"Android"
"2013-04-18","game-01",545,"F",30,"iOS"
"2013-04-18","game-01",546,"F",30,"Android"
"2013-04-18","game-01",547,"M",20,"iOS"
"2013-04-18","game-01",548,"F",20,"Android"
"2013-04-18","game-01",549,"F",20,"Android"
"2013-04-18","game-01",550,"M",20,"iOS"
"2013-04-18","game-01",551,"F",30,"Android"
"2013-04-18","game-01",552,"M",10,"Android"
"2013-04-18","game-01",553,"M",20,"Android"
"2013-04-18","game-01",554,"M",10,"Android"
"2013-04-18","game-01",555,"M",30,"iOS"
"2013-04-18","game-01",556,"M",10,"iOS"
"2013-04-18","game-01",557,"F",30,"iOS"
"2013-04-18","game-01",558,"F",20,"iOS"
"2013-04-18","game-01",559,"M",20,"iOS"
"2013-04-18","game-01",560,"M",30,"Android"
"2013-04-18","game-01",561,"M",20,"iOS"
"2013-04-18","game-01",562,"F",30,"Android"
"2013-04-18","game-01",563,"M",10,"Android"
"2013-04-18","game-01",564,"M",10,"Android"
"2013-04-18","game-01",565,"F",20,"iOS"
"2013-04-18","game-01",566,"F",10,"iOS"
"2013-04-18","game-01",567,"F",30,"iOS"
"2013-04-18","game-01",568,"M",30,"Android"
"2013-04-18","game-01",569,"F",10,"Android"
